,id,title,labels,scores,status
14100,hxwV5EubAw,Hippoformer: Integrating Hippocampus-inspired Spatial Memory with Transformers,transformers,"[2,4,6,8]",Poster
12832,dxOkvK3l3c,DMID:Dynamic Mask Attention for High-Fidelity Identity Preservation under Limited Data,transformers,"[2,4,4,4]",Reject
3856,C9LAf2tlKj,On Structured State-Space Duality,transformers,"[2,4,4]",Withdraw
3386,Ae7VWAEIAW,High-Dimensional Analysis of Single-Layer Attention for Sparse-Token Classification,transformers,"[4,6,8,8]",Poster
10940,YBgjDBYPzz,Top-Theta Attention: Sparsifying Transformers by Compensated Thresholding,transformers,"[2,2,8]",Reject
6225,JT6L583Iae,Data Shifts Hurt CoT: A Theoretical Study,transformers,"[2,4,4,6]",Reject
9350,T985gm4sDA,Scaling Laws for Diffusion Transformers,transformers,"[4,6,6,6]",Poster
19399,yiSic9R2r8,R2G Loss Accelerates Grokking in Transformer Models,transformers,"[2,2,2,2]",Withdraw
14513,jHPCXOi9LU,Attend or Perish: Benchmarking Attention on Algorithmic Reasoning,transformers,"[2,2,2,4]",Reject
16355,oySbAiD69E,Salience Aware Mark-Steered Prompting For LLMs,transformers,"[2,4,4]",Withdraw
8923,RqxTIRLVzS,"A Unified Representation Learning Framework for Functional, Temporal, and Irregular Data",transformers,"[2,2,2,2,4]",Reject
10245,VrZmga4cIG,On the Capacity of Self-Attention,transformers,"[4,4,6,6]",Desk Reject
4608,EXtPGwYdWe,Attention to Mamba: A Recipe for Cross-Architecture Distillation,transformers,"[2,4,6]",Reject
16008,nqWlwwavTN,SwiftMax: Reducing Training Time for Learnable Softmax Alternative in Customized Acceleration,transformers,"[2,2,2,6]",Reject
13334,fYBdkqtFsm,PolFormer: Event-Only Self-Supervision with Probabilistic Attention for Road Segmentation,transformers,"[0,2,2,4]",Reject
895,2ltBRzEHyd,Chessformer: A Unified Architecture for Chess Modeling,transformers,"[4,6,6,8]",Poster
7032,M2xifZ9wn0,Reducing Spurious Correlations in CNNs via Attention-Based Feature Aggregation,transformers,"[2,2,8]",Reject
2774,8lHWG9Isnc,Visual Tokens Are Not Equal: Alleviating Hallucination in Multimodal Large Language Models via Aligning attention,transformers,"[2,4,4,4]",Withdraw
1767,5VTzlQWyZ9,Attention Clusters: Revealing the Inductive Bias of Attention Mechanisms,transformers,"[2,2,2,6]",Withdraw
14386,isfDsSR3AM,FG-ATTN: LEVERAGING FINE-GRAINED SPARSITY IN DIFFUSION TRANSFORMERS,transformers,"[2,2,4,8]",Desk Reject
4794,F6DzptrpGI,At the Edge of Understanding: Sparse Autoencoders Trace The Limits of Transformer Generalization,transformers,"[2,2,6,6,8]",Reject
4868,FLArrpmsF1,Higher Embedding Dimension Creates a Stronger World Model for a Simple Sorting Task,transformers,"[0,2,2,2]",Reject
6432,KAZpuq2W4Y,Multi-Instance Learning for Whole-Slide Image Classification Using Higher-Order Moments,transformers,"[2,2,4]",Reject
17953,u6JLh0BO5h,Jet Expansions: Restructuring LLM Computation for Model Inspection,transformers,"[6,6,8,8]",Poster
4362,Dnn8SSBJaY,Towards Understanding the Shape of Representations in Protein Language Models,transformers,"[4,6,8]",Poster
8127,PSaJZktut7,Subquadratic Algorithms and Hardness for Attention with Any Temperature,transformers,"[4,4,8,8]",Poster
3298,AN9YpAdfPl,TabImpute: Accurate and Fast Zero-Shot Missing-Data Imputation with a Pre-Trained Transformer,transformers,"[2,4,4,6]",Reject
4251,DRazLe6FAZ,Dynamics is what you need for time-series forecasting!,transformers,"[0,2,4,4]",Reject
12270,cI4rqvwlC9,Incremental Learning of Sparse Attention Patterns in Transformers,transformers,"[4,4,4,6]",Reject
7263,MnDbIdDZ4u,HiCoLoRA: Addressing Context-Prompt Misalignment via Hierarchical Collaborative LoRA for Zero-Shot DST,transformers,"[2,6,6]",Withdraw
14342,iiLLQhhrtb,Is the Reversal Curse a Binding Problem? Uncovering Limitations of Transformers from a Basic Generalization Failure,transformers,"[4,4,6,6]",Poster
17976,uBfVripJRy,DuConTE: Dual-Granularity Text Encoder with Topology-Constrained Attention for Text-attributed Graphs,transformers,"[2,4,4,6]",Reject
15169,lDG61tzAyQ,MoVE: Synergistic Integration of Temporal and Cross-Variable Experts for Efficient Multivariate Time Series Forecasting,transformers,"[2,2,2,4]",Reject
7786,OSVlYfp9Po,REPRESENTATION LEARNING ON NATIVE CORTICAL SURFACES: FROM GEOMETRY TO INDIVIDUAL TRAITS,transformers,"[2,4,4]",Reject
7051,M5R7wW9CBm,Next-Token Prediction and Regret Minimization,transformers,"[2,4,6,6]",Reject
19398,yiNVIcAfg9,Utilizing Evolution Strategies to Train Transformers in Reinforcement Learning,transformers,"[2,4,8]",Reject
3071,9fqGBSLBX8,Splat and Distill: Augmenting Teachers with Feed-Forward 3D Reconstruction For 3D-Aware Distillation,unlabeled,"[2,6,6]",Poster
3448,Aqc5PRH2KF,ChineseVideoBench: Benchmarking Multi-modal Large Models for Chinese Video Question Answering,unlabeled,"[4,4,4,6]",Reject
439,1GoQe3r0Lv,Dynamic Cognitive Orchestration: Eliciting Metacognitive Planning in Large Language Models,unlabeled,"[0,2,2,2]",Withdraw
11863,azqEikYlP9,SeamCrafter: Enhancing Mesh Seam Generation for Artist UV Unwrapping via Reinforcement Learning,unlabeled,"[4,4,4,6]",Withdraw
4042,CiB4te6gGq,Convergence of Adam in Deep ReLU Networks via Directional Complexity and Kakeya Bounds,unlabeled,"[0,2,2,4]",Withdraw
3594,BLBaEOkSNZ,Bregman Geometry for Stochastic Online Bilevel Optimization,unlabeled,"[4,4,4,4]",Reject
12663,dS8k3VNq81,Oh SnapMMD! Forecasting stochastic dynamics beyond the Schrödinger bridge’s end,unlabeled,"[4,4,4,6]",Reject
10040,VCYDbyV5WY,DMark: Order-Agnostic Watermarking for Diffusion Large Language Models,unlabeled,"[2,2,4,4]",Withdraw
13507,gCGjyDsQmC,"Less Diverse, Less Safe: The Indirect But Pervasive Risk of Test-Time Scaling in Large Language Models",unlabeled,"[4,4,4]",Reject
12722,dc8ebScygC,Structured Uncertainty guided Clarification for LLM Agents,unlabeled,"[2,2,4,6]",Withdraw
4751,EyUa0s2RWg,PI-Controlled Uncertainty for Steady-State Error Elimination in Ultrasound Image Segmentation,unlabeled,"[2,4,4,6]",Reject
16098,o8kbAXPu7P,Inductive Reasoning for Temporal Knowledge Graphs with Emerging Entities,unlabeled,"[6,6,6,6]",Poster
1457,4dARndGskg,Test-time Uncertainty Estimation for Medical Image Registration via Transformation Equivariant,unlabeled,"[0,6,6,8]",Reject
8113,PRHNKeaZpP,Human-in-the-Loop Policy Optimization for Preference-Based Multi-Objective Reinforcement Learning,unlabeled,"[4,4,4,4]",Reject
7438,NMV0XdGnaP,Faster Sampling from Gibbs Distributions with Quantum Variance Reduction,unlabeled,"[2,2,4,6]",Reject
7789,OTaUT4J1d4,SpecExit: Accelerating Large Reasoning Model via Speculative Exit,unlabeled,"[2,6,6,6]",Reject
16456,pKKtSi88fH,ObjexMT: Objective Extraction and Metacognitive Calibration for LLM-as-a-Judge under Multi-Turn Jailbreaks,unlabeled,"[0,4,4,4]",Reject
4873,FMIzKWAyGL,SiMAE: Subject-identity Separation Latent Masked Autoencoder for Multi-contrast MRI Synthesis and Uncertainty Estimation,unlabeled,"[2,4,4,6]",Withdraw
8779,RNfLfgul4e,REG: A Regularization Optimizer for Robust Training Dynamics,unlabeled,"[2,2,2,4]",Withdraw
17653,t6roJiPN6Y,Decision Pre-Trained Transformer is a Scalable In-Context Reinforcement Learner,unlabeled,"[2,4,4,6]",Poster
17286,rv9lQpY5cG,"Omni-iEEG: A Large-Scale, Comprehensive iEEG Dataset and Benchmark for Epilepsy Research",unlabeled,"[4,4,4]",Poster
1344,4Ewgw9M2xE,R1-Reward: Training Multimodal Reward Model Through Stable Reinforcement Learning,unlabeled,"[4,6,8,8]",Poster
8789,ROh4oDPVpD,TriC-Motion: Tri-Domain Causal Modeling Grounded Text-to-Motion Generation,unlabeled,"[2,4,6,6]",Poster
13511,gCWLkqK45O,Thyme: Think Beyond Images,unlabeled,"[4,4,6,10]",Poster
13571,gOkitaPCfZ,EditLens: Quantifying the Extent of AI Editing in Text,unlabeled,"[2,4,6,6]",Poster
14792,k60jAxVSv7,DenseFace: Bias Mitigation in Face Recognition via Density-Aware Probabilistic Matching,unlabeled,"[2,2,6]",Reject
5621,HfRJDTBuSr,SWIRL: A Staged Workflow for Interleaved Reinforcement Learning in Mobile GUI Control,unlabeled,"[2,2,4,4,6]",Reject
15778,n577FC6CKk,SWE-PolyBench: A multi-language benchmark for repository level evaluation of coding agents,unlabeled,"[2,4,4,4]",Reject
80,0G8Cq9z2Hp,Efficient Prediction of Large Protein Complexes via Subunit-Guided Hierarchical Refinement,unlabeled,"[4,4,4,6,6]",Poster
292,0pw5Qmfynp,Compositional Architecture of Regret in Large Language Models,unlabeled,"[2,2,2,4]",Withdraw
12345,cUAhqSUfeK,Progressive Coarse-graining and Deep Neural Networks (DNNs),unlabeled,"[0,2,2,2]",Reject
7826,ObZhsQBqdB,MaskOpt: A Large-Scale Mask Optimization Dataset to Advance AI in Integrated Circuit Manufacturing,unlabeled,"[2,2,4]",Withdraw
11335,ZLTbUvfej2,TimeSpot: Benchmarking Geo-Temporal Understanding in Vision–Language Models in Real-World Settings,unlabeled,"[2,6,6]",Reject
11151,Ypl4zjlIqy,Latent Posterior-Mean Rectified Flow for Higher-Fidelity Perceptual Face Restoration,unlabeled,"[4,4,4,6]",Withdraw
4281,DXZM26qdTv,SpectrumWorld: Artificial Intelligence Foundation for Spectroscopy,unlabeled,"[4,4,4,6]",Reject
18983,xPBsWooORO,ActDR: Action Difference Reasoning via Keypoint Guided Tree Search,unlabeled,"[2,2,2,2]",Reject
5512,HKSp4U69dy,Adaptive Hopfield Network: Rethinking Similarities in Associative Memory,unlabeled,"[4,6,6]",Poster
16053,nydRcDqjKL,UML-CoT: Structured Reasoning and Planning with Unified Modeling Language for Robotic Room Cleaning,unlabeled,"[2,2,2,4]",Withdraw
5206,GMCyL7Xs9R,MeanCache: From Instantaneous to Average Velocity for Accelerating Flow Matching Inference,unlabeled,"[2,6,6,6]",Poster
10563,WyfmWX2ncn,SemCache:Adaptive Semantic-Aware Caching for Efficient Video Diffusion,unlabeled,"[4,4,4,6]",Reject
13963,hZj2JITAdR,Learning What Matters: Toward Causally-Grounded Foundations for Contextual Time-Series Forecasting,unlabeled,"[4,4,4,6]",Reject
11489,Zpfet7xJPo,CODA: Learning to Guide Constraint-Aware Optimization for Hardware Accelerators,unlabeled,"[2,4,4,6]",Reject
19051,xf2JC4531b,Alita-G: Self-Evolving Generative Agent for Agent Generation,unlabeled,"[6,6,6]",Desk Reject
9110,SO3uqJWOAM,Scalable Evaluation of Closed-Set and Open-Set Semantic and Spatial Alignment in Layout-Guided Diffusion Models,unlabeled,"[2,2,4,6]",Withdraw
2220,6wNx3KpS3d,Understanding Graph Self-Supervised Pre-training under Distribution Shifts: A Scaling Law Perspective,unlabeled,"[2,4,4,4,4,6]",Reject
14018,hidBHy1CAw,WorldGym: World Model as An Environment for Policy Evaluation,unlabeled,"[6,6,6,8]",Poster
12610,dIiV9FYt3i,Stop Guessing When to Stop Testing: Efficient Model Evaluation with Just Enough Data,unlabeled,"[0,2,2,6]",Withdraw
13327,fWWUPOb0CT,SpatiaLab: Can Vision–Language Models Perform Spatial Reasoning in the Wild?,unlabeled,"[2,2,4,8]",Poster
9228,SnDBJegMX8,MulVuln: Enhancing Pre-trained LLMs with Shared and Language-Specific Knowledge for Multilingual Vulnerability Detection,unlabeled,"[2,4,4,4]",Reject
7663,O4FGJgF27m,VCR: Variance-aware Channel Recalibration Network for Low Light Image with Distribution Alignment,unlabeled,"[4,4,4,6]",Withdraw
14430,j27R0PT9Qs,OIG-Bench: A Multi-Agent Annotated Benchmark for Multimodal One-Image Guides Understanding,unlabeled,"[4,4,4,6]",Reject
4500,ECc2td0LCZ,Manifold-Constrained Gaussian Process Inference for One-shot Learning of Unknown Ordinary Differential Equations,unlabeled,"[2,2,2,6]",Reject
5155,GDn2UoLASE,Explaining Machine Learning Models Based on Conditional Expected Prediction,unlabeled,"[2,2,2]",Withdraw
11422,ZcxSBLmQm4,TrojanPraise: Jailbreak LLMs via Benign Fine-Tuning,unlabeled,"[2,2,4]",Withdraw
16809,qSs6tJ5RjC,ThinkGeo: Evaluating Tool-Augmented Agents for Remote Sensing Tasks,unlabeled,"[2,4,6]",Withdraw
4121,Cy3N5Cc1fc,CART-Based Synthetic Tabular Data Generation for Imbalanced Regression,unlabeled,"[2,2,2,4]",Withdraw
6501,KNhTIKVCDk,The Art of Forgetting: Orthogonal Subspaces and Loss Functions for Class Unlearning,unlabeled,,Withdraw
9087,SJL09XqcX1,Less Data Less Tokens: Multilingual Unification Learning for Efficient Test-Time Reasoning in LLMs,unlabeled,"[4,4,6,8]",Reject
519,1WYpq6mBgg,Deciphering Personalization: Towards Fine-Grained Explainability in Natural Language for Personalized Image Generation Models,unlabeled,"[2,4,4,4]",Withdraw
9746,UKOqoULbZS,Sample More to Think Less: Group Filtered Policy Optimization for Concise Reasoning,unlabeled,"[4,6,6,8]",Poster
5817,IEGwgxe13Y,WiniQ: Accelerating Quantization-Aware Training of LLMs around Saddle Points,unlabeled,"[2,4,6,8]",Reject
1185,3hX1YdsRoN,Graph-Based Multi-Modal Light-weight Network for Adaptive Edge MRI Tumor Segmentation,unlabeled,"[2,2,4,6]",Withdraw
14883,kMoDLrH5vv,Geometric Multigrid Neural Networks,unlabeled,"[2,4,4,4]",Withdraw
13870,hKEiRLoyFz,Can Past Experience Help LLMs Reason Faster?,unlabeled,"[2,2,4,4,8]",Reject
18630,wCU5f9G0xQ,"Connections between Schedule-Free Optimizers, AdEMAMix, and Accelerated SGD Variants",unlabeled,"[2,2,2,8]",Reject
5656,Hm9WwuvqXJ,Re-Meanflow: Efficient One-Step Generative Modeling via Meanflow on Rectified Trajectories,unlabeled,"[4,4,4,4]",Withdraw
11290,ZC5lbHnKPt,On The Difficulty of Learning in Classification Problems: Optimality and Information-Theoretic Perspectives,unlabeled,"[2,4,4,8]",Reject
5583,HYmaZwoyZr,Mixing Configurations for Downstream Prediction,unlabeled,"[2,2,2,6]",Withdraw
1858,5k1vfgXgom,Anchor–MoE: A Mean-Anchored Mixture of Experts for Probabilistic Regression,unlabeled,"[0,4,6]",Reject
18753,wbqPX3jOS4,TVMamba:Towards Efficient Visual Mammba With Ternary Weights and Activations,unlabeled,"[2,2,4,4]",Withdraw
2892,97Qk741ih6,CLAUSE: Agentic Neuro-Symbolic Knowledge Graph Reasoning via Dynamic Learnable Context Engineering,unlabeled,"[2,6,6,8]",Poster
3032,9YgkKSiMqz,BFS: BACK-TO-FRONT LAYERED IMAGE SYNTHESIS VIA KNOWLEDGE TRANSFER,unlabeled,"[2,4,4,6]",Withdraw
1930,5zrvAOvgAH,Governing Equation Discovery from Data Based on Differential Invariants,unlabeled,"[2,2,4,6]",Reject
14676,jlo3e5xbpr,XBOUND: Exploring Capability Boundaries of Device-Control Agents at the State Level,unlabeled,"[2,2,2,2,4]",Withdraw
13111,eoEmoKoQpJ,Flow Matching Policy Gradients,unlabeled,"[4,6,6,8]",Poster
8826,RXCRKAcv3B,Generative Value Conflicts Reveal LLM Priorities,unlabeled,"[4,6,6,8]",Poster
15456,m3rZ7Fdlst,Uncertainty Matters in Dynamic Gaussian Splatting for Monocular 4D Reconstruction,unlabeled,"[4,4,6,6]",Poster
1787,5YCdnxerit,Towards Visual Text Grounding of Multimodal Large Language Model,unlabeled,"[4,4,4,6]",Reject
15114,l3wtT8URwb,CO-COME: A Contrastive Label Disambiguation Framework with Combined MTS Feature Encoder for Partial-Label Multivariate Time Series Classification,unlabeled,"[2,2,6,6]",Reject
13297,fQIE4NJOVm,Tight Bounds and Achievable Upper Bounds of Minimal Dimensions for Embedding-based Retrieval,unlabeled,"[2,4,6,6,8]",Reject
18085,uWJwQ5SZoM,Robust Fine-tuning of Vision-Language-Action Robot Policies via Parameter Merging,unlabeled,"[4,6,8,8]",Poster
10722,XUVqFRp9oi,"Fewer Battles, More Gain: An Information-Efficient Framework for Arena-based LLM Evaluation",unlabeled,"[6,8,8]",Poster
19449,yrVAA0czRz,Joint Shadow Generation and Relighting via Light-Geometry Interaction Maps,unlabeled,"[2,4,6,8]",Poster
13854,hFzrP5mw24,"What ""Not"" to Detect: Negation-Aware VLMs via Structured Reasoning and Token Merging",unlabeled,"[6,6,6]",Poster
12125,brbIoPN91l,OmniEarth-Bench: Probing Cognitive Abilities of MLLMs for Earth's Multi-sphere Observation Data,unlabeled,"[4,4,6,6]",Withdraw
11916,bBIVrNmy1e,Data-Free Transformer Quantization Using Parameter-Space Symmetry,unlabeled,"[2,2,2,4]",Withdraw
15299,lbZNHMqMAI,Nexus: Execution-Grounded Multi-Agent Test Oracle Synthesis,unlabeled,"[2,2,4,8]",Reject
16310,onZPlzIB0n,Subject-Invariant Domain Generalization for Psychiatric Disorder Identification,unlabeled,"[4,4,4,4]",Withdraw
437,1GU1tqF2Ev,Spectral-inspired Operator Learning with Limited Data and Unknown Physics,unlabeled,"[2,2,6,8]",Reject
14390,it43RZpQXO,Multi-Linear Subspace Distance: A New Criterion for Tensor Feature Selection,unlabeled,"[2,2,6,6]",Reject
11775,aiPC7jAd2f,Confidence Calibration in Vision-Language-Action Models,unlabeled,"[2,4,6,8]",Reject
7628,Nw7vkJKHba,Indoor 3.6M : A Dataset and Benchmark for Indoor Image Geolocation,unlabeled,"[2,4,4,6]",Reject
8325,Q5tYMLa2Bf,CAMO: Category-Agnostic 3D Motion Transfer from Monocular 2D Videos,unlabeled,"[4,4,6,6]",Reject
4579,ERNpUGr8M5,Self-Destructive Language Models,unlabeled,"[6,6,6,8]",Poster
1546,4smJ6zY7vy,WavefrontDiffusion: Dynamic Decoding Schedule for Improved Reasoning,unlabeled,"[4,4,4,6]",Poster
10543,WtbIU6tDc3,Adaptive Mixing of Non-Invariant Information for Generalized Diffusion Policy,unlabeled,"[0,2,2,2,4]",Reject
17148,rSTE827Y1p,Scaling Autonomous Driving Safety with Synthetic Data,unlabeled,"[2,4,4,4]",Withdraw
19206,y7VeiCT7HG,Probability of Matching for Pareto Coverage,unlabeled,"[2,2,4,4]",Reject
11997,bR32fsXLbf,Bridging the Gap Between Zeroth-Order and First-Order Fine-Tuning via Dynamic Adaptive Subspace Pre-tuning,unlabeled,"[2,2,4,4]",Withdraw
7747,OMf3w00d95,CoT-Evo: Evolutionary Distillation of Chain-of-Thought for Scientific Reasoning,unlabeled,"[2,6,6,6]",Poster
16204,oTgjmEuHSw,"Base Models Know How to Reason, Thinking Models Learn When",unlabeled,"[2,2,4,4,6]",Withdraw
17522,sfIW0TQkdL,Boosting Multiagent Reinforcement Learning at High Replay Ratios with Ensemble Reset,unlabeled,"[2,2,4,6]",Withdraw
1311,46AQ4qaWqQ,SynthWorlds: Controlled Parallel Worlds for Disentangling Reasoning and Knowledge in Language Models,unlabeled,"[4,6,6,8]",Poster
15319,lfO9M3dTVS,SSD: Spatial-Semantic Head Decoupling for Efficient Autoregressive Image Generation,unlabeled,"[2,4,4,6]",Reject
7459,NQsdnYkCar,Arbitrary-Order Block SignSGD for Memory-Efficient LLM Fine-Tuning,unlabeled,"[4,6,6,8]",Poster
1540,4reauYCwtL,Density-Aware Hierarchical Framework for Point Set Representations,unlabeled,,Desk Reject
13769,h06l9w1clt,Locality-aware Parallel Decoding for Efficient Autoregressive Image Generation,unlabeled,"[6,6,8,8]",Oral
9317,T2Oihh7zN8,VARestorer: One-Step VAR Distillation for Real-World Image Super-Resolution,unlabeled,"[4,4,6,6]",Poster
32,06I7jcrkW2,Orbital Transformers for Predicting Wavefunctions in Time-Dependent Density Functional Theory,unlabeled,"[4,6,6,8]",Poster
3753,BpBW4gJofo,Canonical cortical circuits: A unified sampling machine for static and dynamic inference,unlabeled,"[2,4,4,6]",Reject
6793,LG7OknPodJ,HOFAR: High-Order Augmentation of Flow Autoregressive Transformers,unlabeled,"[2,4,4,4]",Withdraw
9325,T4pK6ByRit,LLaVA-UHD v3: Progressive Visual Compression for Efficient Naive-Resolution Encoding in MLLMs,unlabeled,"[4,4,4]",Withdraw
5118,G7fHaxLTx5,Prior-Informed Flow Matching for Graph Reconstruction,unlabeled,"[2,4,4,4,6]",Reject
13101,elztN9Y4qw,Visual Autoregressive Modeling for Instruction-Guided Image Editing,unlabeled,"[4,4,6,6]",Poster
16307,on2lie43Kl,Quantum machine learning advantages beyond hardness of evaluation,unlabeled,"[4,4,8,8]",Poster
16426,pEJAja73dk,$\nabla$-Reasoner: LLM Reasoning via Test-Time Gradient Descent in Textual Space,unlabeled,"[4,6,6,6]",Poster
2315,7Dvmq7MhwU,TianQuan-S2S: A Subseasonal-to-Seasonal Global Weather Model via Incorporate Climatology State,unlabeled,"[4,6,6]",Poster
5467,HBwCzOFwxF,Rare-Label-Oriented Discriminative Driven Feature Construction for Double Incomplete Multi-View Multi-Label Classification,unlabeled,"[2,2,4,4]",Reject
7604,NshBOtWeK4,Deterministic Transport-Based Sampling via Wasserstein Gradient Flows,unlabeled,"[2,2,2,4,6]",Reject
12079,bjNKvuBMqJ,Solving robust MDPs as a sequence of static RL problems,unlabeled,"[2,4,4,4]",Reject
5803,IBvJT4BGgW,Efficient Multimodal Planning Agent for Visual Question-Answering,unlabeled,"[4,4,4,8]",Reject
6482,KKFv9Rl022,GSM8K-V: Can Vision Language Models Solve Grade School Math Word Problems in Visual Contexts,unlabeled,"[2,4,4,6]",Desk Reject
5376,GvPdSWZT31,MMTok: Multimodal Coverage Maximization for Efficient Inference of VLMs,unlabeled,"[4,4,6,6]",Poster
3102,9ktF3pwXi8,From End-to-End to Step-by-Step: learning Composable Navigation Primitives for Vision-Language Navigation,unlabeled,"[4,4,6]",Reject
16138,oIdzliJAeA,Mixture-of-Experts Can Surpass Dense LLMs Under Strictly Equal Resource,unlabeled,"[4,4,4,8]",Oral
5806,ICANwnoGgN,Model soups need only one ingredient,unlabeled,"[4,4,6,6,6]",Reject
12518,d1wuA8oIH0,EquAct: An SE(3)-Equivariant Multi-Task Transformer for 3D Robotic Manipulation,unlabeled,"[4,6,8,10]",Poster
16993,r0RGJ1j9on,Real-Time Robot Execution with Masked Action Chunking,unlabeled,"[6,6,6,8]",Poster
6274,Jb1WkNSfUB,TileLang: Bridge Programmability and Performance in Modern Neural Kernels,unlabeled,"[4,8,8,8]",Oral
14226,iMkvR2ICSE,SpotIt: Evaluating Text-to-SQL Evaluation with Formal Verification,unlabeled,"[4,4,6,6]",Poster
11107,YgudIlQ9nC,Never Saddle: Reparameterized Steepest Descent as Mirror Flow,unlabeled,"[0,4,4,6]",Poster
16505,pW3xAzdmVs,SLA-v3: Spatial Linkability-Aware and Novelty-Encouraging State Heuristic for Exploration,unlabeled,"[2,4,4,6]",Withdraw
4623,EafEQwg8oS,RIV: RECURSIVE INTROSPECTION MASK DIFFUSION VISION LANGUAGE MODEL,unlabeled,"[2,4,4]",Withdraw
18340,vLy6kvtfV6,SAFE: Benchmarking AI Weather Prediction Fairness with Stratified Assessments of Forecasts over Earth,unlabeled,"[2,6,6,6]",Reject
709,28uCSxzPT6,Towards Large Reasoning Models for Agriculture,unlabeled,"[4,4,4,6]",Withdraw
19717,zifQaLogHV,ModernVBERT: Towards Smaller Visual Document Retrievers,unlabeled,"[4,4,6,6]",Reject
2747,8emIjwUQZg,GenSR: Symbolic regression based on equation generative space,unlabeled,"[0,6,6,8]",Poster
4329,DgJqQk6y19,The Softmax Bottleneck Does Not Limit the Probabilities of the Most Likely Tokens,unlabeled,"[4,6,6,6]",Poster
11211,Z091XLyVkJ,"Omni-Captioner: Data Pipeline, Models, and Benchmark for Omni Detailed Perception",unlabeled,"[2,4,8,8]",Poster
19758,zrQkWSecMR,Towards Generalizable PDE Dynamics Forecasting via Physics-Guided Invariant Learning,unlabeled,"[4,4,6,6]",Poster
9422,TNfjckDeh4,UnLoc: Leveraging Depth Uncertainties for Floorplan Localization,unlabeled,"[2,4,4,6]",Poster
12403,cfOnDhvp3y,"Small Talk, Big Impact: The Energy Cost of Thanking AI",unlabeled,"[2,2,2,4]",Reject
13076,egUfF6cesw,Direction-Magnitude Decoupling for Fast Video Generation with Flow Matching Models,unlabeled,"[4,4,6,8]",Reject
4846,FGkknrhv09,"Curing ""Miracle Steps'' in LLM Math Reasoning with Rubric Rewards",unlabeled,"[2,2,4,4]",Withdraw
8345,Q8KIhPV9sU,Spatial-Frequency Synergy for Remote Sensing Image Super-Resolution with Holistic Feature Enhancement,unlabeled,"[2,4,4,6]",Reject
1499,4kp8SxCgHw,GaussianMorphing：Mesh-Guided 3D Gaussians for Semantic-Aware Object Morphing,unlabeled,"[4,4,4,8]",Reject
10856,Xuf8VzxUx0,Savaal: Scalable Concept-Driven Question Generation to Enhance Human Learning,unlabeled,"[4,4,4,8]",Reject
11130,YlU6SELb6C,Feasible Policy Optimization for Safe Reinforcement Learning,unlabeled,"[4,6,8]",Reject
11314,ZH8j1bawk2,PALATE: Peculiar Application of the Law of Total Expectation to Enhance the Evaluation of Deep Generative Models,unlabeled,"[0,2,2,6]",Reject
15523,mHRuCmc9lo,Robust Decision-Making with Partially Calibrated Forecasters,unlabeled,"[6,8,8]",Poster
13462,fzmittHfq3,From Spatial to Actions: Grounding Vision-Language-Action Model in Spatial Foundation Priors,unlabeled,"[4,6,8,8]",Poster
13158,expkpx9TWg,Causal Effect Identification in the Presence of Latent Confounding with a Single Imperfect Proxy Variable,unlabeled,"[2,4,4,6]",Reject
6908,LdQmNo5iVX,Agent2World: A Unified LLM-based Multi-Agent Framework for Symbolic World-Model Generation,unlabeled,"[4,4,4,4]",Reject
13402,fm79KXJIUQ,EigenBench: A Comparative Behavioral Measure of Value Alignment,unlabeled,"[4,4,6,10]",Oral
14433,j2QTOOtM8R,COSMOS: A Hybrid Adaptive Optimizer for Efficient Training of Large Language Models,unlabeled,"[4,4,4,6,6]",Poster
5274,GZ62YKLfRN,Breaking the Gridlock: Efficient Atmospheric Data Reconstruction and Prediction via Generative 3D Gaussian Splatting,unlabeled,"[4,4,4]",Reject
7419,NIhIpxykLK,TutorBench: A Benchmark To Assess Tutoring Capabilities Of Large Language Models,unlabeled,"[0,2,4,6]",Withdraw
14027,hkBM5QkFVg,Peacemaker or Troublemaker: How Sycophancy Shapes Multi-Agent Debate,unlabeled,"[4,4,4,6]",Withdraw
15318,lfIUwqnQ8i,"HydroGen: Hydrological Report Generation with Two-Stage Instruction-Tuned Multimodal Models, Temporal Prompts, & Knowledge-Guided Agents",unlabeled,"[4,4,6,6]",Reject
1194,3j3WL2q2rI,SpikeGrasp: A Benchmark for 6-DoF Grasp Pose Detection from Stereo Spike Streams,unlabeled,"[2,2,4,4]",Withdraw
6928,LiZhqGZUsO,Understanding DeepResearch via Reports,unlabeled,"[2,2,6,6]",Reject
3909,CJHA6a77Yv,Riemannian Fuzzy K-Means on Product Manifolds,unlabeled,"[2,4,4,6]",Withdraw
2787,8o4t5DHaE1,Lost in the Non-convex Loss Landscape: How to Fine-tune the Large Time Series Model?,unlabeled,"[2,4,4,8]",Poster
7825,ObXB7KJn0B,The Serial Scaling Hypothesis,unlabeled,"[4,8,8]",Poster
17767,tT7CXL3I9C,Tilt matching for scalable sampling and fine-tuning,unlabeled,"[2,2,4,4]",Reject
5717,HyNWlZd4iO,GOOD: Geometry-guided Out-of-Distribution Modeling for Open-set Test-time Adaptation in Point Cloud Semantic Segmentation,unlabeled,"[6,6,6]",Poster
1777,5WhsCB0Vty,Goal Reaching with Eikonal-Constrained Hierarchical Quasimetric Reinforcement Learning,unlabeled,"[4,6,6,8]",Poster
